Concurso;Data Sorteio;1ª Dezena;2ª Dezena;3ª Dezena;4ª Dezena;5ª Dezena;6ª Dezena;Arrecadacao_Total;Ganhadores_Sena;Cidade;UF;Rateio_Sena;Ganhadores_Quina;Rateio_Quina;Ganhadores_Quadra;Rateio_Quadra;Acumulado;Valor_Acumulado;Estimativa_Prêmio;Acumulado_Mega_da_Virada
1183;29/05/2010;5;10;12;20;29;37;49.002.816,00;4;RIO DE JANEIRO;RJ;8.393.631,32;545;5.264,03;21948;186,73;NÃO;0;2.500.000,00;22.757.758,73
RIO DE JANEIRO;RJ;;;;;;;;;;;;;;;;;;;
SÃO BERNARDO DO CAMPO;SP;;;;;;;;;;;;;;;;;;;
SÃO PAULO;SP;;;;;;;;;;;;;;;;;;;
1184;02/06/2010;4;9;23;27;28;30;20.256.366,00;0; ; ;0;134;8.850,14;7342;230,75;SIM;14.661.502,87;18.000.000,00;23.069.842,46
1185;05/06/2010;2;10;21;35;43;54;29.288.102,00;0; ; ;0;96;17.861,30;5571;439,69;SIM;17.820.133,57;22.000.000,00;23.521.075,43
1186;09/06/2010;7;8;12;13;15;41;36.225.720,00;1;SÃO PAULO;SP;21.726.964,78;196;10.820,67;12126;249,85;NÃO;0;1.500.000,00;24.079.194,19
1187;12/06/2010;8;17;19;40;43;49;20.990.400,00;0; ; ;0;42;29.259,35;4013;437,46;SIM;2.263.749,35;5.000.000,00;24.402.586,97
1188;16/06/2010;9;20;44;52;59;60;20.701.566,00;0; ; ;0;32;37.874,46;3164;547,21;SIM;4.496.348,84;7.000.000,00;24.721.529,75
1189;19/06/2010;14;21;27;31;35;50;25.805.114,00;0; ; ;0;44;34.335,73;4064;531,06;SIM;16.296.089,09;20.000.000,00;25.119.101,38
1190;23/06/2010;10;11;19;37;53;56;30.752.700,00;2;SÃO GONÇALO DO RIO ABAIXO;MG;9.806.336,06;146;12.331,72;7261;354,22;NÃO;0;2.000.000,00;25.592.898,97
CARLÓPOLIS;PR;;;;;;;;;;;;;;;;;;;
1191;26/06/2010;3;11;16;22;25;33;18.169.908,00;0; ; ;0;138;7.708,45;6525;232,89;SIM;1.959.568,05;4.000.000,00;25.872.837,29
1192;30/06/2010;17;20;49;52;57;59;19.450.952,00;0; ; ;0;34;33.493,09;2691;604,53;SIM;4.057.292,71;6.500.000,00;26.172.512,25
1193;03/07/2010;2;9;12;14;32;54;22.466.636,00;0; ; ;0;72;18.268,32;5845;321,47;SIM;6.480.249,51;9.000.000,00;26.518.648,95
1194;07/07/2010;6;13;24;41;50;53;25.291.720,00;0; ; ;0;54;27.420,66;4511;468,92;SIM;17.080.404,23;21.000.000,00;26.908.310,87
1195;10/07/2010;17;20;26;27;55;57;33.032.140,00;1;MOMBAÇA;CE;20.642.817,77;63;30.696,54;4448;621,1;NÃO;0;2.000.000,00;27.417.227,11
1196;14/07/2010;3;6;19;20;58;60;17.725.202,00;0; ; ;0;85;12.208,59;5086;291,48;SIM;1.911.607,90;5.000.000,00;27.690.313,98
1197;17/07/2010;36;37;39;49;54;60;22.316.318,00;0; ; ;0;35;37.329,11;2662;701,14;SIM;4.318.353,37;7.000.000,00;28.034.134,77
1198;21/07/2010;22;29;36;41;48;58;23.482.624,00;0; ; ;0;52;26.438,48;3708;529,66;SIM;6.850.881,31;9.500.000,00;28.395.924,50
1199;24/07/2010;16;19;23;28;39;58;27.352.780,00;0; ; ;0;71;22.554,66;5692;401,91;SIM;18.200.523,70;22.000.000,00;28.817.340,54
1200;28/07/2010;3;10;11;39;54;56;33.518.376,00;1;SÃO PAULO;SP;21.815.376,29;91;21.564,27;6489;432,01;NÃO;0;2.000.000,00;29.333.748,06
1201;31/07/2010;28;32;36;49;55;60;19.058.168,00;0; ; ;0;67;16.653,27;3425;465,38;SIM;2.055.364,13;5.000.000,00;29.627.371,53
1202;04/08/2010;8;9;11;48;53;60;20.920.800,00;0; ; ;0;63;19.441,55;4195;417,1;SIM;4.311.607,33;7.000.000,00;29.949.692,00
1203;07/08/2010;7;9;30;33;38;55;25.095.694,00;0; ; ;0;99;14.840,80;6138;341,95;SIM;7.018.099,86;10.000.000,00;30.336.333,81
1204;11/08/2010;5;10;25;39;43;52;26.275.440,00;0; ; ;0;95;16.192,71;6613;332,31;SIM;18.316.592,66;22.000.000,00;30.741.151,60
1205;14/08/2010;4;13;14;26;29;35;36.208.214,00;0; ; ;0;141;15.034,23;9645;313,97;SIM;22.221.535,91;27.000.000,00;31.299.000,65
1206;18/08/2010;2;6;11;36;37;48;38.590.864,00;0; ; ;0;112;20.172,50;8526;378,55;SIM;26.383.440,55;31.000.000,00;31.893.558,47
1207;21/08/2010;9;11;22;32;35;56;46.011.358,00;0; ; ;0;108;24.942,19;8377;459,37;SIM;31.345.622,39;37.000.000,00;32.602.441,61
1208;25/08/2010;1;12;20;26;45;54;51.832.516,00;0; ; ;0;125;24.276,47;9464;458,06;SIM;36.935.598,02;43.000.000,00;33.401.009,57
1209;28/08/2010;5;14;17;30;35;38;64.118.190,00;0; ; ;0;251;14.955,49;16146;332,13;SIM;59.900.458,51;70.000.000,00;34.388.859,20
1210;01/09/2010;3;7;9;10;31;34;124.600.180,00;0; ; ;0;993;7.346,20;57447;181,4;SIM;73.338.200,39;85.000.000,00;36.308.536,62
1211;04/09/2010;3;15;31;36;48;54;177.888.800,00;7;RIO DE JANEIRO;RJ;13.217.564,89;981;10.616,29;44163;336,88;NÃO;0;2.000.000,00;39.049.215,76
BOTUCATU;SP;;;;;;;;;;;;;;;;;;;
MANDURI;SP;;;;;;;;;;;;;;;;;;;
OSASCO;SP;;;;;;;;;;;;;;;;;;;
PRAIA GRANDE;SP;;;;;;;;;;;;;;;;;;;
Ribeirão Preto;SP;;;;;;;;;;;;;;;;;;;
SÃO PAULO;SP;;;;;;;;;;;;;;;;;;;
1212;08/09/2010;2;23;33;35;40;50;18.443.790,00;0; ; ;0;28;38.564,29;2326;663,18;SIM;1.989.105,38;4.000.000,00;39.333.373,68
1213;11/09/2010;3;11;26;34;45;53;28.112.394,00;0; ; ;0;111;14.827,50;6156;381,93;SIM;5.020.939,63;8.000.000,00;39.766.492,87
1214;15/09/2010;5;29;30;36;41;48;29.803.386,00;0; ; ;0;87;20.055,78;6593;378,07;SIM;33.917.085,84;40.000.000,00;40.225.664,67
1215;18/09/2010;10;25;30;47;50;51;52.992.216,00;0; ; ;0;144;21.544,81;10052;440,91;SIM;39.632.131,51;46.000.000,00;41.042.099,78
1216;22/09/2010;4;7;13;25;27;58;57.159.394,00;0; ; ;0;555;6.029,59;26524;180,23;SIM;45.796.594,37;53.000.000,00;41.922.737,34
1217;25/09/2010;5;11;15;28;43;50;69.238.306,00;0; ; ;0;266;15.239,05;16184;357,81;SIM;53.263.730,31;61.000.000,00;42.989.471,06
1218;29/09/2010;10;23;29;31;33;46;86.469.726,00;0; ; ;0;211;23.992,46;17290;418,27;SIM;62.589.221,31;75.000.000,00;44.321.684,07
1219;02/10/2010;2;33;34;37;41;53;107.640.740,00;0; ; ;0;220;28.644,89;17919;502,4;SIM;99.517.334,59;115.000.000,00;45.980.072,51
1220;06/10/2010;5;15;43;48;52;55;181.969.176,00;1;FONTOURA XAVIER;RS;119.142.144,27;377;28.258,54;30478;499,35;NÃO;0;3.000.000,00;48.783.616,75
1221;09/10/2010;5;14;37;43;46;58;26.146.224,00;0; ; ;0;102;15.007,28;5864;372,91;SIM;2.819.788,93;6.000.000,00;49.186.443,74
1222;13/10/2010;5;8;19;26;48;57;24.254.156,00;0; ; ;0;121;11.735,29;7404;273,97;SIM;5.435.524,20;8.000.000,00;49.560.120,23
1223;16/10/2010;15;17;35;42;47;48;35.565.226,00;0; ; ;0;358;5.816,15;9411;316,07;SIM;9.271.123,19;13.000.000,00;50.108.062,95
1224;20/10/2010;19;21;27;41;53;57;37.770.716,00;1;CARAPICUIBA;SP;13.344.577,42;124;17.833,09;6867;460,02;NÃO;0;23.000.000,00;50.689.985,00
1225;23/10/2010;31;32;34;40;50;55;39.382.110,00;1;BELO HORIZONTE;MG;24.970.852,82;36;64.045,66;3825;861,11;NÃO;0;2.000.000,00;51.296.733,30
1226;27/10/2010;10;31;40;50;55;56;22.114.710,00;0; ; ;0;57;22.714,31;9917;186,5;SIM;2.385.002,68;5.000.000,00;51.637.447,99
1227;30/10/2010;4;28;30;31;35;54;28.377.038,00;1;FORTALEZA;CE;5.445.377,96;463;3.588,23;5301;447,71;NÃO;0;1.600.000,00;52.074.644,47
1228;03/11/2010;10;23;36;50;52;60;18.171.942,00;0; ; ;0;43;24.741,50;3050;498,3;SIM;1.959.787,41;5.000.000,00;52.354.614,11
1229;06/11/2010;12;30;32;40;49;60;27.891.626,00;0; ; ;0;42;38.879,24;2827;825,16;SIM;14.182.939,00;18.000.000,00;52.784.332,00
1230;10/11/2010;9;12;19;22;35;37;34.852.882,00;0; ; ;0;110;18.549,80;9272;314,38;SIM;17.941.713,91;22.000.000,00;53.321.299,85
1231;13/11/2010;5;20;23;27;39;49;41.183.828,00;1;SÃO PAULO;SP;22.383.261,66;161;14.975,94;9961;345,79;NÃO;0;2.000.000,00;53.955.806,69
1232;17/11/2010;8;11;12;15;18;22;18.310.616,00;0; ; ;0;161;6.658,40;7374;207,68;SIM;1.974.742,97;4.500.000,00;54.237.912,84
1233;20/11/2010;22;29;32;49;54;59;24.496.594,00;0; ; ;0;33;43.459,53;3057;670,2;SIM;4.616.624,43;8.000.000,00;54.615.324,50
1234;24/11/2010;3;5;19;24;30;35;26.346.304,00;0; ; ;0;120;12.853,80;9102;242,09;SIM;17.300.360,17;21.000.000,00;55.021.234,06
1235;27/11/2010;10;16;20;26;49;55;35.707.024,00;0; ; ;0;83;25.186,56;6028;495,42;SIM;21.151.251,64;25.000.000,00;55.571.361,42
1236;01/12/2010;3;8;17;20;38;53;37.987.018,00;0; ; ;0;136;16.352,70;9270;342,72;SIM;25.248.033,37;30.000.000,00;56.156.615,97
1237;04/12/2010;5;18;21;26;39;59;45.457.850,00;1;SERINGUEIRAS;RO;30.150.521,09;132;20.161,75;9303;408,67;NÃO;0;2.000.000,00;56.856.971,38
1238;08/12/2010;13;14;24;39;40;45;20.265.740,00;0; ; ;0;41;28.938,22;3065;553;SIM;2.185.597,01;5.000.000,00;57.169.199,54
1239;11/12/2010;1;15;37;39;48;52;26.507.920,00;0; ; ;0;57;27.226,64;3794;584,35;SIM;16.292.399,49;20.000.000,00;57.577.599,08
1240;15/12/2010;8;9;12;22;42;49;33.280.228,00;0; ; ;0;123;15.840,70;8257;337,1;SIM;19.881.568,56;24.000.000,00;58.090.337,54
1241;18/12/2010;10;13;25;26;28;45;38.582.506,00;0; ; ;0;181;12.479,72;12556;257;SIM;24.042.571,82;26.000.000,00;58.684.766,59
1242;20/12/2010;11;34;45;48;51;54;15.206.152,00;0; ; ;0;19;46.855,32;2046;621,59;SIM;25.682.508,00;29.000.000,00;58.919.043,21
1243;22/12/2010;9;19;23;29;32;57;36.481.150,00;0; ; ;0;139;15.365,51;8401;363,18;SIM;29.616.886,54;34.000.000,00;59.481.097,30
1244;24/12/2010;2;8;15;25;34;45;34.804.982,00;0; ; ;0;124;16.432,85;9080;320,59;SIM;104.122.626,00;200.000.000,00;104.122.626,00
1245;31/12/2010;2;10;34;37;43;50;472.524.744,00;4;CARIACICA;ES;48.598.800,01;1561;17.722,09;94921;416,34;NÃO;0;2.000.000,00;0
BELO HORIZONTE;MG;;;;;;;;;;;;;;;;;;;
FAZENDA RIO GRANDE;PR;;;;;;;;;;;;;;;;;;;
PINHAIS;PR;;;;;;;;;;;;;;;;;;;
1246;05/01/2011;10;37;40;43;57;59;19.919.216,00;0; ; ;0;46;25.351,73;3939;422,94;SIM;2.148.225,48;4.700.000,00;306.889,37
1247;08/01/2011;3;9;11;24;36;51;25.486.842,00;0; ; ;0;164;9.098,41;9543;223,37;SIM;4.896.902,11;8.000.000,00;699.557,47
1248;12/01/2011;20;33;34;57;58;60;26.909.134,00;0; ; ;0;86;18.318,69;3832;587,31;SIM;7.798.968,50;11.000.000,00;1.114.138,40
1249;15/01/2011;3;8;36;40;51;53;31.331.494,00;1;SÃO PAULO;SP;11.177.972,67;103;17.808,90;5887;445,12;NÃO;0;9.000.000,00;1.596.853,29
1250;19/01/2011;1;2;24;40;51;59;24.818.540,00;0; ; ;0;61;23.819,88;4394;472,4;SIM;9.702.756,58;12.000.000,00;1.979.225,06
1251;22/01/2011;5;27;34;46;48;52;30.378.346,00;0; ; ;0;261;6.814,23;9795;259,39;SIM;12.978.966,70;17.000.000,00;2.447.255,10
1252;26/01/2011;2;14;35;39;49;51;30.827.508,00;0; ; ;0;67;26.937,47;4975;518,25;SIM;16.303.617,54;20.000.000,00;2.922.205,24
1253;29/01/2011;2;17;23;43;44;51;32.285.876,00;0; ; ;0;99;19.092,84;7284;370,71;SIM;19.785.548,84;24.000.000,00;3.419.624,01
1254;02/02/2011;7;9;14;18;29;39;37.458.520,00;0; ; ;0;142;15.443,85;9454;331,38;SIM;34.384.817,93;40.000.000,00;3.996.736,15
1255;05/02/2011;5;23;38;39;51;54;49.433.152,00;0; ; ;0;155;18.671,52;11485;359,98;SIM;39.716.029,61;46.000.000,00;4.758.337,83
1256;09/02/2011;26;33;35;38;43;53;53.756.440,00;0; ; ;0;121;26.009,88;8843;508,42;SIM;45.513.494,46;52.000.000,00;5.586.547,10
1257;12/02/2011;2;15;26;27;30;52;64.072.694,00;2;MADALENA;CE;26.211.767,61;154;24.358,21;11765;455,48;NÃO;0;2.500.000,00;6.573.695,79
RIO DE JANEIRO;RJ;;;;;;;;;;;;;;;;;;;
1258;16/02/2011;11;26;47;55;57;59;20.773.872,00;0; ; ;0;27;45.045,03;2688;646,37;SIM;2.240.397,48;5.000.000,00;6.893.752,58
1259;19/02/2011;4;6;39;46;54;58;26.806.906,00;0; ; ;0;74;21.208,42;5240;427,86;SIM;19.695.537,06;23.000.000,00;7.306.758,51
1260;23/02/2011;19;23;29;31;41;53;36.464.798,00;0; ; ;0;70;30.497,83;5798;526;SIM;23.628.152,10;28.000.000,00;7.868.560,67
1261;26/02/2011;10;14;22;41;42;53;43.097.450,00;0; ; ;0;78;32.348,20;6490;555,39;SIM;28.276.078,02;33.000.000,00;8.532.550,11
1262;02/03/2011;5;7;8;9;11;39;47.098.396,00;2;RIO DE JANEIRO;RJ;16.677.746,77;440;6.266,81;25528;154,3;NÃO;0;2.000.000,00;9.258.180,92
SÃO JOSÉ DOS CAMPOS;SP;;;;;;;;;;;;;;;;;;;
1263;05/03/2011;4;18;26;36;41;53;23.203.890,00;0; ; ;0;79;17.195,98;4180;464,27;SIM;2.502.467,36;5.000.000,00;9.615.676,26
1264;09/03/2011;4;17;36;37;51;56;14.366.458,00;0; ; ;0;29;29.003,13;2583;465,17;SIM;15.184.977,60;18.000.000,00;9.837.015,96
1265;12/03/2011;13;19;24;46;50;60;35.654.892,00;0; ; ;0;97;21.519,92;7669;388,84;SIM;19.030.246,79;23.000.000,00;10.386.340,14
1266;16/03/2011;6;10;33;39;42;60;38.583.902,00;0; ; ;0;106;21.310,49;8019;402,42;SIM;23.191.400,61;27.000.000,00;10.980.790,71
1267;19/03/2011;4;20;30;41;47;58;43.579.250,00;0; ; ;0;56;45.560,13;5172;704,71;SIM;27.891.287,17;33.000.000,00;11.652.203,09
1268;23/03/2011;3;16;17;44;53;60;47.680.918,00;0; ; ;0;123;22.695,13;8836;451,31;SIM;33.033.525,87;39.000.000,00;12.386.808,63
1269;26/03/2011;4;5;15;17;27;51;53.724.824,00;2;GOIÂNIA;GO;19.413.790,51;200;15.726,72;15111;297,35;NÃO;0;17.000.000,00;13.214.530,82
SÃO PAULO;SP;;;;;;;;;;;;;;;;;;;
1270;30/03/2011;5;9;24;31;33;42;30.161.598,00;0; ; ;0;144;12.262,67;9186;274,61;SIM;18.113.899,54;21.000.000,00;13.679.221,48
1271;02/04/2011;1;2;39;48;52;59;39.846.552,00;0; ; ;0;65;35.889,76;6281;530,58;SIM;22.411.226,22;27.000.000,00;14.293.125,31
1272;06/04/2011;13;26;27;28;35;52;42.828.192,00;0; ; ;0;113;22.189,35;9626;372,11;SIM;27.030.113,51;33.000.000,00;14.952.966,37
1273;09/04/2011;13;19;26;40;58;60;50.241.482,00;0; ; ;0;118;24.927,21;8910;471,6;SIM;32.448.501,08;38.000.000,00;15.727.021,75
1274;13/04/2011;13;17;21;39;40;59;53.983.258,00;0; ; ;0;166;19.039,00;11088;407,19;SIM;52.984.883,98;59.000.000,00;16.558.725,54
1275;16/04/2011;2;14;48;55;58;60;73.653.244,00;0; ; ;0;111;38.847,41;11630;529,67;SIM;60.928.157,26;70.000.000,00;17.693.478,88
1276;20/04/2011;5;9;11;22;36;40;97.178.962,00;2;SÃO JOSÉ DOS PINHAIS;PR;35.704.303,03;560;10.159,62;30367;267,64;NÃO;0;2.500.000,00;19.190.685,85
LIMEIRA;SP;;;;;;;;;;;;;;;;;;;
1277;23/04/2011;12;18;31;50;59;60;14.072.746,00;0; ; ;0;30;27.463,17;1783;660,11;SIM;1.517.701,88;4.000.000,00;19.407.500,42
1278;27/04/2011;4;16;24;25;30;56;26.858.214,00;0; ; ;0;187;8.408,70;5455;411,79;SIM;4.414.276,70;7.000.000,00;19.821.296,85
1279;30/04/2011;8;14;29;35;36;40;32.711.460,00;0; ; ;0;98;19.541,91;5880;465,28;SIM;24.514.912,08;28.000.000,00;20.325.272,46
1280;04/05/2011;6;10;16;20;29;54;43.424.628,00;0; ; ;0;97;26.209,43;8585;423,04;SIM;29.198.123,13;35.000.000,00;20.994.302,63
1281;07/05/2011;8;11;14;30;36;38;53.275.668,00;1;RIO DE JANEIRO;RJ;34.943.738,22;198;15.752,77;12813;347,75;NÃO;0;2.000.000,00;21.815.104,79
1282;11/05/2011;4;23;39;52;55;56;23.599.586,00;0; ; ;0;37;37.341,85;4203;469,61;SIM;2.545.141,94;5.000.000,00;22.178.696,51
1283;14/05/2011;8;30;40;44;59;60;30.264.746,00;0; ; ;0;57;31.085,32;4333;584,17;SIM;5.809.100,65;9.000.000,00;22.644.976,34
1284;18/05/2011;20;21;26;29;31;36;30.674.654,00;0; ; ;0;46;39.040,47;3353;765,14;SIM;21.403.382,14;26.000.000,00;23.117.571,51
1285;21/05/2011;10;15;28;31;33;38;43.657.466,00;0; ; ;0;127;20.125,56;9744;374,72;SIM;26.111.704,05;32.000.000,00;23.790.188,94
1286;25/05/2011;2;5;28;33;51;52;46.704.214,00;0; ; ;0;185;14.780,11;12297;317,65;SIM;31.148.608,26;37.000.000,00;24.509.746,70
1287;28/05/2011;11;12;31;33;42;52;54.299.780,00;0; ; ;0;137;23.204,42;8177;555,39;SIM;37.004.670,64;43.000.000,00;25.346.327,05
1288;01/06/2011;17;30;32;40;42;56;64.550.366,00;0; ; ;0;69;54.770,01;7350;734,52;SIM;43.966.226,83;52.000.000,00;26.340.835,08
1289;04/06/2011;1;3;8;13;27;52;82.657.220,00;2;ATIBAIA;SP;26.440.275,46;436;11.099,09;30724;225;NÃO;0;23.000.000,00;27.614.309,97
BEBEDOURO;SP;;;;;;;;;;;;;;;;;;;
1290;08/06/2011;2;3;14;23;34;50;39.216.014,00;0; ; ;0;93;24.687,30;7535;435,28;SIM;24.014.974,07;30.000.000,00;28.218.499,29
1291;11/06/2011;18;40;47;54;57;58;48.474.300,00;0; ; ;0;49;57.917,35;5416;748,56;SIM;29.242.776,55;35.000.000,00;28.965.328,24
1292;15/06/2011;9;11;23;30;31;54;49.790.146,00;0; ; ;0;128;22.773,34;10397;400,52;SIM;34.612.488,92;40.000.000,00;29.732.430,01
1293;18/06/2011;1;13;24;40;44;50;57.303.466,00;0; ; ;0;163;20.581,95;11182;428,6;SIM;40.792.489,49;50.000.000,00;30.615.287,25
1294;22/06/2011;4;6;29;48;50;51;64.840.156,00;0; ; ;0;148;25.649,30;10401;521,39;SIM;65.385.078,43;72.000.000,00;31.614.260,00
1295;25/06/2011;2;5;15;20;43;57;74.795.498,00;1;SANTO ANDRÉ;SP;73.451.540,26;314;13.945,66;20014;312,56;NÃO;0;2.500.000,00;32.766.611,70
1296;29/06/2011;10;14;43;46;49;53;22.389.830,00;0; ; ;0;48;27.308,81;3607;519,15;SIM;2.414.673,52;5.000.000,00;33.111.565,08
1297;02/07/2011;2;5;11;13;56;59;29.736.902,00;0; ; ;0;100;17.409,61;9538;260,75;SIM;5.621.705,90;9.000.000,00;33.569.712,58
1298;06/07/2011;14;15;30;53;55;60;31.765.670,00;1;MANDAGUARI;PR;9.047.534,60;38;48.940,41;4046;656,63;NÃO;0;2.000.000,00;34.059.116,70
1299;09/07/2011;8;22;32;43;53;56;24.421.448,00;0; ; ;0;35;40.850,42;3035;672,98;SIM;15.046.663,45;18.000.000,00;34.435.370,58
1300;13/07/2011;43;44;46;53;54;59;36.367.478,00;2;CODÓ;MA;9.484.391,42;58;36.709,50;3652;832,87;NÃO;0;2.500.000,00;34.995.673,37
DIVINÓPOLIS;MG;;;;;;;;;;;;;;;;;;;
1301;16/07/2011;3;16;23;25;51;56;25.508.528,00;1;BLUMENAU;SC;2.751.015,40;74;20.181,19;5155;413,85;NÃO;0;2.000.000,00;35.388.675,59
1302;20/07/2011;2;10;15;44;56;57;21.695.498,00;0; ; ;0;63;20.161,47;5084;356,91;SIM;2.339.791,97;5.000.000,00;35.722.931,60
1303;23/07/2011;8;19;46;51;52;54;27.473.682,00;0; ; ;0;40;40.211,48;3573;643,1;SIM;5.302.743,11;9.000.000,00;36.146.210,35
1304;27/07/2011;7;14;15;20;23;35;28.646.906,00;0; ; ;0;79;21.229,70;7568;316,58;SIM;17.861.876,13;21.000.000,00;36.587.564,60
1305;30/07/2011;3;5;11;36;44;46;39.487.318,00;0; ; ;0;136;16.998,55;9982;330,85;SIM;22.120.460,55;27.000.000,00;37.195.933,81
1306;03/08/2011;6;19;22;34;43;45;42.754.456,00;0; ; ;0;167;14.988,50;10694;334,37;SIM;26.731.395,64;32.000.000,00;37.854.638,84
1307;06/08/2011;7;10;32;43;47;54;49.555.382,00;1;GUANHÃES;MG;32.075.789,45;153;18.962,37;11019;376,13;NÃO;0;2.000.000,00;38.618.123,69
1308;09/08/2011;7;8;24;30;33;47;14.716.496,00;0; ; ;0;75;11.487,79;4417;278,65;SIM;1.587.128,31;3.800.000,00;38.844.856,31
1309;11/08/2011;7;12;25;26;32;39;22.953.932,00;0; ; ;0;100;13.438,49;6163;311,5;SIM;15.550.756,73;18.000.000,00;39.198.500,63
1310;13/08/2011;8;9;14;32;53;59;35.441.740,00;0; ; ;0;107;19.392,08;7570;391,57;SIM;19.373.038,14;24.000.000,00;39.744.540,85
1311;17/08/2011;7;9;12;19;45;54;39.404.808,00;0; ; ;0;253;9.118,47;13609;242,16;SIM;23.622.724,12;29.000.000,00;40.351.638,87
1312;20/08/2011;5;20;22;28;29;30;45.959.796,00;0; ; ;0;201;13.386,76;10377;370,42;SIM;28.579.345,16;33.000.000,00;41.059.727,61
1313;24/08/2011;1;4;26;39;43;49;48.565.804,00;0; ; ;0;140;20.309,34;9036;449,52;SIM;33.817.016,06;39.000.000,00;41.807.966,32
1314;27/08/2011;38;42;44;52;58;60;57.336.632,00;0; ; ;0;122;27.514,75;7797;615,03;SIM;55.369.062,27;63.000.000,00;42.691.334,54
1315;31/08/2011;1;27;29;38;50;52;79.859.638,00;1;Aracaju;SE;63.981.675,84;108;43.290,92;9003;741,88;NÃO;0;2.500.000,00;43.921.707,92
1316;03/09/2011;8;13;25;34;42;48;26.185.292,00;1;VINHEDO;SP;2.824.002,29;241;6.361,12;9757;224,45;NÃO;0;2.000.000,00;44.325.136,83
1317;08/09/2011;6;13;29;30;35;37;20.544.576,00;0; ; ;0;67;17.952,11;5004;343,38;SIM;2.215.668,61;4.700.000,00;44.641.660,93
1318;10/09/2011;11;14;16;28;34;46;25.462.822,00;0; ; ;0;140;10.648,09;6962;305,89;SIM;4.961.754,76;8.000.000,00;45.033.958,97
1319;14/09/2011;4;5;16;18;27;51;30.169.434,00;0; ; ;0;103;17.148,38;7798;323,57;SIM;20.568.151,64;25.000.000,00;45.498.770,35
1320;17/09/2011;17;24;25;38;41;55;44.252.956,00;0; ; ;0;128;20.240,70;8496;435,63;SIM;25.340.695,29;31.000.000,00;46.180.562,32
1321;21/09/2011;10;47;51;53;59;60;53.135.684,00;1;PETRÓPOLIS;RJ;31.071.213,53;128;24.303,54;11775;377,41;NÃO;0;2.000.000,00;46.999.207,80
1322;24/09/2011;10;21;43;47;53;55;25.427.030,00;0; ; ;0;54;27.567,36;3738;568,92;SIM;2.742.226,09;5.700.000,00;47.390.954,40
1323;28/09/2011;6;15;25;37;48;55;28.429.866,00;0; ; ;0;58;28.697,23;5387;441,39;SIM;5.808.298,70;9.000.000,00;47.828.964,79
1324;01/10/2011;18;29;31;44;51;57;34.005.492,00;0; ; ;0;86;23.149,62;5421;524,64;SIM;22.033.754,85;26.000.000,00;48.352.877,16
1325;05/10/2011;2;5;16;20;35;43;43.670.856,00;0; ; ;0;195;13.111,44;14090;259,22;SIM;26.743.520,84;32.000.000,00;49.025.700,88
1326;08/10/2011;10;11;18;19;30;50;52.738.340,00;0; ; ;0;179;17.249,11;13207;333,97;SIM;32.431.186,77;38.000.000,00;49.838.224,59
1327;13/10/2011;16;35;36;41;52;54;58.515.206,00;0; ; ;0;89;38.492,13;7175;682,09;SIM;38.741.869,73;46.000.000,00;50.739.750,74
1328;15/10/2011;10;23;27;43;53;59;61.651.408,00;1;Teresina;PI;45.390.782,32;213;16.945,58;14179;363,65;NÃO;0;2.000.000,00;51.689.595,42
1329;19/10/2011;7;8;11;39;43;50;25.381.758,00;0; ; ;0;66;22.514,95;5244;404,81;SIM;19.139.519,77;23.000.000,00;52.080.644,52
1330;22/10/2011;8;18;21;30;48;49;44.818.908,00;0; ; ;0;76;34.525,57;6768;553,85;SIM;23.973.099,60;30.000.000,00;52.771.155,94
1331;26/10/2011;9;24;26;39;46;57;48.606.926,00;1;PEDRO CANÁRIO;ES;29.215.205,37;157;18.125,57;11461;354,7;NÃO;0;2.000.000,00;53.520.028,21
1332;29/10/2011;3;5;13;24;35;59;27.477.446,00;1;BRASÍLIA;DF;2.963.357,08;150;10.724,53;10790;212,98;NÃO;0;2.000.000,00;53.943.364,94
1333;03/11/2011;25;26;28;33;42;51;23.695.356,00;0; ; ;0;54;25.689,91;3893;509,06;SIM;2.555.470,44;5.000.000,00;54.308.432,16
1334;05/11/2011;1;6;8;10;25;27;28.431.066,00;0; ; ;0;392;4.246,20;16794;141,59;SIM;17.351.264,84;21.000.000,00;54.746.461,03
1335;09/11/2011;3;14;20;22;49;51;42.041.302,00;1;GOIÂNIA;GO;21.885.288,49;94;26.184,33;7457;471,52;NÃO;0;2.500.000,00;55.394.178,71
1336;12/11/2011;1;32;38;47;51;54;28.618.536,00;1;BARBALHA;CE;3.086.420,09;38;44.091,72;3539;676,33;NÃO;0;2.000.000,00;55.835.095,87
1337;16/11/2011;2;20;35;38;45;51;20.058.304,00;0; ; ;0;30;39.144,08;2680;625,97;SIM;2.163.225,69;5.000.000,00;56.144.128,12
1338;19/11/2011;1;18;19;33;43;60;30.461.948,00;1;SALVADOR;BA;5.448.452,03;102;17.484,40;6329;402,54;NÃO;0;2.300.000,00;56.613.446,19
1339;23/11/2011;7;10;14;16;54;59;23.396.164,00;0; ; ;0;58;23.616,19;5087;384,66;SIM;12.323.951,62;16.000.000,00;56.973.903,84
1340;26/11/2011;13;21;30;36;59;60;35.779.136,00;0; ; ;0;71;29.502,90;6148;486,73;SIM;16.182.620,14;20.000.000,00;57.525.142,22
